,title,link,content,pubDate,image_url,source_id,category,Unnamed: 0
0,"Inflation fällt im März auf 7,4 Prozent: Warum die Teuerung zurückgeht, die Preise für euch aber trotzdem hoch bleiben",https://www.businessinsider.de/wirtschaft/verbraucher/inflation-liegt-im-maerz-bei-74-prozent-warum-die-teuerung-zurueckgeht-die-preise-fuer-euch-aber-trotzdem-hoch-bleiben/?utm_source=rss&utm_medium=rss&utm_campaign=inflation-liegt-im-maerz-bei-74-prozent-warum-die-teuerung-zurueckgeht-die-preise-fuer-euch-aber-trotzdem-hoch-bleiben,"Inflation is falling significantly. picture alliance/dpa/MAXPPP According to the Federal Statistical Office, it was 7.4 percent in March. However, this does not mean that prices are falling. Because: The inflation refers to the price change compared to the same month of the previous year. But already in March 2022 prices have been on the rise with the outbreak of the Ukraine war. However, inflation could continue to fall during the year. Inflation in Germany is cooling down significantly. According to provisional results of the Federal Statistical Office (Destatis), it was 7.4 percent in March. Compared to February (8.7%), this decline is 1.3 percentage points. This weakens the price of inflation. However, this does not mean that prices are falling again. On the contrary. Why is that? Read also Monthly interest rate report: Saving with fixed and daily money in March is especially worthwhile with these banks Monthly inflation always shows the price change compared to the same month of the previous year. Now means quite concrete: Prices are now 7.4 percent higher than those of March 2022. So compared to the month when the war in Ukraine was raging. Even then, prices have risen. In March 2022, the inflation rate was already 7.3 percent. The current inflation comes on top again, so to speak. Economists call this the basic effect. Even if the number of indicators of inflation is falling, price pressure remains high. Energy prices drive inflation up The fact that inflation has so increased was due to supply chain bottlenecks. The more powerful influence, however, is likely to be the rapidly rising energy prices. Because this also increases the cost of production and transport of other things, for which consumers ultimately pay. External content not available Your privacy settings prevent loading and displaying all external content (e.g. The following are the main features of the project: Youtube, Twitter, Facebook, Instagram etc.) To view, please activate the settings for social networks and external content in the privacy settings. Change privacy settings The rising prices also mean that people can consume less. The Institute for Macroeconomics and Economic Research (IMK) of the Hans-Böckler-Stiftung, close to the trade union, declared on Thursday that private consumption is expected to fall by 1.0 percent. ""Inflation-related purchasing power losses are causing many households to create,"" says the IMK. Only in 2024 do economists expect a relaxation and an increase in private consumption of 1.4 percent. Economists expect relaxation According to IMK, average inflation could be 5.3 percent this year. ""However, the price increase is decreasing over the course of the year, the researchers predict. For 2024, they expect a inflation rate of 2.4 percent. Other economists also expect the peak of inflation to be over. Read also This is how Germany really managed to become quickly independent of Russia's gas – and that is the price for it.This would bring inflation back to an area that the European Central Bank (ECB) is also striving for. However, the Bundesbank does not expect prices to be relaxed this year. ""Our fight against inflation is not over,"" stressed Bundesbank President Joachim Nagel, who sits in the ECB's monetary policy council. The central bank had recently raised interest rates again to further combat inflation.",2023-03-30 12:01:57,https://cdn.businessinsider.de/wp-content/uploads/2022/06/289342103-800x533.jpg?ver=1654166146,businessinsider_de,['business'],
1,Kampf dem Kasino-Kapitalismus,https://www.hna.de/wirtschaft/kasino-kapitalismus-finanzkrise-credit-suisse-svb-pleite-bankenkrise-hans-werner-sinn-stimme-der-oekonomen-niederstwertprinzip-zr-92180198.html?cmp=defrss,"The downfall of Silicon Valley Bank and Credit Suisse has shaken the financial markets worldwide. Prof. Hans-Werner Sinn strongly advocates a rapid change in the accounting rules. Munich - Silicon Valley Bank's bankruptcy, which had collected deposits from start-ups and invested them in securities, recalls the so-called founder crash of 1873, which had originated from German-speaking countries and had spread across the world. The main start-ups at the time were manufacturing, e.g. from the fields of railway, electrical and chemical. But many new banks and financial companies could also be driven by the flood. Indeed, it was such companies that had been out of hand after the bursting of a huge economic bubble and had caused a banking crisis. In response to the crisis, Germany has had an important reform of the balance sheet law, which could be groundbreaking even today. Under the protection of the stock law, which exempts the company founder from private liability, the German and the Austro-Hungarian empires were in the second half of the 19th century. In the early 20th century, many new investment banks were founded to collect deposits to acquire securities. The resulting stock market upturn ultimately proved to be an economic bubble. The bubble burst in May of 1873, a few days after the Austrian Creditanstalt, the then most important bank in Austria-Hungary, had separated itself from a very large portfolio of securities due to the emergence of bankruptcy in the country. The crash on ""Black Friday"" of 9 December. The result was a wave of bankruptcy and bankruptcy. In Austria-Hungary and Germany, a significant part of the newly founded public limited companies in the financial sector went bankrupt. Adele Spitzeneders Bank, which operated exactly the same business as Charles Ponzi or Bernard L. Meadows in the USA, only represents the windy business of many new financial institutions of those days. Laxe Central Banks' Interest Policy Leads to a Valuation Bubble The parallels to today's crisis are, of course, limited, because history never repeats itself exactly, as we know. Indeed, the new banking crisis was not only created by an irrational exaggeration of markets, but also by the foreseeable consequences of a valuation bubble that had arisen as a result of the central banks' zero and negative interest rates policy. The unprecedented expansion of money, which the central banks generated by buying government securities, had generated fantastic gains for a decade in the value of older government securities already on the market and in shares. These increases in value attracted more and more investors. Following the pandemic and a plentiful government debt, a very strong inflation was created, which central banks want to take the power of a drastic turnaround in interest rates. The previously inflated market values of long-term securities collapsed. This broke the neck of Silicon Valley Bank and a few days later Credit Suisse, one of the largest banks in the world. In the USA, as in Germany, the valuation of plants contributed to market values (mark-to-market or fair value principle) for overheating and bubble formation. This valuation method made the balance sheets volatile and strengthened the cycles. In the upswing, value increases are generated on the investments of companies, which are calculated to suggest the growth of equity. The growing stock of equity in the balance sheet suggests an increasing creditworthiness of companies, which enables them to take deposits and loans in order to pay dividends. The size of the dividends is, of course, lacking in equity when the bubble bursts and the values of the investments return to normal. The ups and downs of the courses systematically lead to the erosion of the companies and thus increases the risk of bankruptcy. Banks: Privatisation of profits, socialisation of losses In association with the limitation of liability of public limited companies, the Mark-to-Market principle also encourages financial companies to venture overly risky business models. In the hope of rising prices, they acquire bonds and other financial products in the upswing. If the expected profits are expected, they will be distributed to shareholders. And when the bubble bursts, in the worst case, you lose only the little equity with which you could operate thanks to a lax regulation. Today, people are also rightly hoping to be saved from bankruptcy by state bail-out actions. The privatisation of profits in the construction of the bubble and socialization or at least the relocation of losses to third parties in their places creates a business profit over time even if a real economic profit was not achieved. Germany had reacted in 1874 to the casino capitalism generated by the Mark-to-Market method by introducing the low-value principle into its balance sheet law (see below). Sinn, Casino Capitalism, Oxford University Press 2010, Chapters 5 and 7). This principle requires companies to always choose the lowest possible value approach for their assets: either the current market value or the historical purchase value, which is always lower. The low-value principle has led to companies having quiet reserves in their balance sheets after an upswing, which have helped to cushion losses in the downturn. It has basically provided German banking with a high degree of stability. Low Value Principle contra Casino Capitalism The low value principle in German commercial law still applies to public limited companies and other corporations not traded on stock exchanges. However, EU decisions for corporations since 2004 have gradually replaced it with the International Financial Reporting Standard (IFRS) rules with its mark-to-market method. In the US and many other Western countries, the Mark-to-Market or Fair Value method is generally considered to be the central element of the General Accounting Guidelines (GAAP) for all types of companies. Re-examine accounting rules urgently In view of the new start-up crisis, it is advisable to replace the valuation method based on market values with the lower value principle. At the same time, measures could be taken to strengthen the publicly identified equity. Consideration should be given to referring to the minimum regulatory capital ratios rather than to the sum of risk-weighted assets to the simple balance sheet total. Risk-weighted assets are usually only a fraction of the real balance sheet total, as many investments are only very insufficiently recorded. This is how the Government securities are not included at all, although they have proved to be particularly vulnerable to interest rate risk in the current crisis. Casino capitalism would thus be deprived of its ground. Financial crises would be more unlikely to be affected by such reforms and less often countries would see themselves in the process of expensive bail-out actions. Economic development was smoother and more sustainable. The defenders of the market economy would be more easily persuaded by their critics of the blessings of this economic form. About the author: Professor Hans-Werner Sinn, Professor of Economics and Finance at Ludwig Maximilian University Munich in retirement, was President of the Munich Ifo Institute for Economic Research and Adviser to the German Ministry of Economics. His latest book is entitled: The Miraculous Money Propagation: Public Debt, Negative Interest Rates, Inflation, Herder, Freiburg 2021.",2023-03-30 10:51:44,https://www.hna.de/bilder/2023/03/28/92180198/29730907-hans-werner-sinn-professor-ifo-institut-oekonom-wirtschaftsforschung-ezb-euro-3H01.jpg,hna,['business'],
2,Nachbesserung bei Mehrwegangebotspflicht nötig,https://www.hna.de/wirtschaft/nachbesserung-bei-mehrwegangebotspflicht-noetig-zr-92181278.html?cmp=defrss,"Berlin - Deutsche Umwelthilfe (DUH) is seeking further infringements of the reusable offer obligation in the hospitality industry, which have been found in test purchases, to be remedied by the law. ""We insist that this is still happening in this legislative period,"" says Barbara Metz, Managing Director of the DUH in Berlin. In addition, the federal states had to fulfil their enforcement tasks, sanction violations and ensure that the law was taken seriously. In January, the DUH had already conducted random test visits in 35 branches of large chains in Berlin, Munich and Cologne, and found violations. In the past week, further samples and follow-up tests followed. According to the association, two companies had signed injunctions, five of which were brought injunctions before the respective regional courts. In a representative Forsa survey on behalf of the association, 86 percent of the respondents would have indicated that they would normally use disposable boxes for food to take away. When asked why reusable use is not possible, 72 percent said that there was a lack of an offer, and 27 percent said they did not want to carry or store the boxes. 55 percent said they were important for a low price or a small deposit. The survey shows that consumers wanted cross-company reusable solutions, as many return points as possible and price advantages for reusables, said Thomas Fischer, DUH leader for circular economy. dpa",2023-03-30 10:49:34,https://www.hna.de/bilder/2023/03/30/92181278/31346765-mehrwegpflicht-2u01.jpg,hna,['business'],
3,Muss ich jetzt noch meine Heizung tauschen? Habecks Heizungspläne entschärft,https://www.hna.de/wirtschaft/tauschen-habecks-heizungsplaene-muss-ich-jetzt-noch-meine-heizung-92178487.html?cmp=defrss,"The traffic lights have agreed on new regulations for heating. What will apply to gas and oil heating in the future. Berlin – For almost three days, the ruling parties of the traffic lights coalition have discussed. Late Tuesday evening (28th. The agreement finally reached important decisions for the future of Germany. The recent criticism was mainly caused by the heating plans of Minister of Economics Robert Habeck (Greens). New heating requirements: Sharper rules for new heating systems Long was a ban on gas and oil heating systems in the room. For many homeowners a huge financial hurdle. Finally, the conversion to climate-friendly heating methods, such as heat pumps, is usually associated with high costs. But now homeowners can breathe. In the coalition decision, SPD, Greens and FDP have now significantly relaxed the guidelines. The paper says literally: ""The energy transition in the heat sector is a key area for achieving climate policy goals and for a further reduction in dependence on fossil raw materials. A quick re-control in the area of building heat is a central building block. January 2024 every newly installed heating system is operated to 65 percent with renewable energies. Social aspects are also to be taken into account, according to the result paper. ""No one is let down. "" This should also apply to tenants. Finally, it would be obvious that landlords will transfer the cost of a new heating to the tenants. To this end, the exchange of oil and gas heating systems will be examined. The money for this is to come from the Climate and Transformation Fund. This is not part of the federal budget. However, there is nothing to be read in the paper about a new obligation to exchange and a ban on oil and gas heaters still running. So if you are still running a functioning heating system with fossil raw materials, you probably don't have to expect to have to replace them with a heat pump or something like that in a timely manner. The draft law on the new heating rules is to be launched in April, so that the law can be adopted in the Bundestag before the summer break. (ph)",2023-03-30 10:43:34,https://www.hna.de/bilder/2023/03/29/92178487/29959701-eine-foto-montage-zeigt-wirtschaftsminister-robert-habeck-und-eine-hand-im-hintergrund-vor-dem-schalter-einer-heizung-2qjkkV1xlN01.jpg,hna,['business'],
4,Austrian Airlines: Tarifeinigung nach Streikdrohung,https://www.hna.de/wirtschaft/austrian-airlines-tarifeinigung-nach-streikdrohung-zr-92181205.html?cmp=defrss,"Vienna - On-board personnel and management of Lufthansa subsidiary Austrian Airlines have agreed on a new collective agreement. The management and the Vida union announced this. The day before yesterday, workers' representatives had called for a re-evaluation of the wage increase offered and otherwise threatened with a strike at Easter. ""We are pleased that a stable, carefree start to the Easter holidays is secured in the interest of our guests"", said Austrian Airlines. Details of the agreement were not mentioned for the time being, as the employees should first be informed about the result. On Tuesday, more than 100 flights had been cancelled due to a crew meeting. They rejected the average salary increase offered of 12.3 percent. dpa",2023-03-30 10:24:56,https://www.hna.de/bilder/2023/03/30/92181205/31346453-austrian-airlines-1i01.jpg,hna,['business'],
5,Kleine Zeitplanungstipps für Führungskräfte,https://www.hna.de/wirtschaft/kleine-zeitplanungstipps-fuer-fuehrungskraefte-zr-92181202.html?cmp=defrss,"Berlin - Coordinating, giving feedback to team members as quickly as possible and doing your own tasks: Especially those who work as a manager often need good time management - and must be able to handle distractions. A systematic daily planning can help. Psychologist and human resources developer Alexander Häfner recommends in the magazine ""top eins"" of the German Statutory Accident Insurance (DGUV): Write down 15 minutes of time for your own planning in the calendar every day on the eve or in the morning. ""During this time I reflect: When do I do what tasks? What am I deliberately leaving away? Tasks that are particularly important should be firmly anchored in the calendar. A fixed start date there can also help to really start with a new task. The appointment would then have to be defended by executives ""with maximum commitment"", says Häfner. This can also mean not accepting phone calls. Because managers are constantly confronted with acute and important or supposedly important issues. ""They have to learn what distractions they should not fall into, so the psychologist in the article. dpa",2023-03-30 10:24:18,https://www.hna.de/bilder/2023/03/30/92181202/31346447-eine-person-schaut-auf-ihr-handy-3601.jpg,hna,['business'],
6,3000 Euro Rente: Wie geht das?,https://www.hna.de/wirtschaft/rente-rentenversicherung-rentner-3000-euro-deutschland-wer-kriegt-das-92178663.html?cmp=defrss,"Can you get a pension of 3,000 euros or more in Germany? This works - but the hurdles are extremely high. Frankfurt am Main - In Germany, pensioners have difficulty getting legal retirement income of more than 3,000 euros. That's what the FAZ calculated. According to this, only 50 pensioners in Germany receive a pension of more than 3,000 euros - legally well-considered. The German pension insurance company did not want to confirm this on demand, writes the paper on. The German government's pension insurance report only shows that 50 cases are very likely to have more than 3,000 euros of pension. The official graduation of pension insurance only goes up to 2,400 euros per month. The insurance may not say how much the highest pensioner in Germany gets. ""But it is a good thing that at present only 0.6 percent of pensioners have more than 2,400 euros of pay-out per month. So one out of 160. And there are taxes and health insurance not even deducted, it continues. How do you get a pension of 3,000 euros? And how does the pension count? Well, this year for around 43,000 euros of gross annual income – that is the German ""average wage"" – a pay point. This is currently about 36 euros pension value contributions to be collected up to an annual income of 87,600 euros per year (converted 7300 euros per month). Those who do this get a good two pay points per year. Anyone who has always earned 45 years at the upper limit will receive a good 90 pay points and thus more than 3200 euros in pension. The fact that statutory pension insurance is a reliable protection for old age, said recently DRV President Gundula Roßbach in an interview with Merkur in Munich. Whether they are sufficient in individual cases always depends on how well the pension scheme is prepared in the three pillars of statutory, occupational and private pension insurance. ""In order to ensure that everyone can gain a good overview for themselves, we are offering the Digital Pensions Overview from summer onwards. All citizens can then retrieve the data on their pension products there also mobile and see what they can expect in retirement.",2023-03-30 10:14:37,https://www.hna.de/bilder/2023/03/29/92178663/31324603-rente-rentenbescheid-altersruhegeld-rentenversicherung-3B01.jpg,hna,['business'],
7,Verdi erklärt Tarifverhandlungen für gescheitert – Flächendeckende Streiks im April möglich,https://www.hna.de/wirtschaft/verdi-tarifverhandlungen-gescheitert-dbb-streik-schlichtung-werneke-faeser-silberbach-92180695.html?cmp=defrss,"In the collective dispute between trade unions and employers, a conciliation commission is now to provide a solution. The negotiations are considered to have failed. Munich – For three days, the talks between trade unions and employers were held, which had been initiated by a comprehensive warning strike on Monday. On Thursday night, Verdi and the Dbb civil service declared the negotiations for the civil service of the federal and state governments failed. Federal Minister of the Interior Nancy Faeser announced for the employers: ""We are now convoking the conciliation. In the time until then, even smaller regional warning strikes are planned. After strike on Monday – collective bargaining failed: Conciliation Commission starts work By mid-April, a conciliation commission has now time to present a proposal for an agreement on the income of the 2.5 million employees of the federal and local authorities, which excludes strikes in the two weeks before Easter. The former Saxon Prime Minister Georg Milbradt and the former Bremen State Councillor Hans-Henning Lühr are the chairmen of the employers' side. Lühr would have the decisive voice in case of doubt. After the negotiations declared to have failed, which had been held in three rounds since January, Verdi boss Frank Werneke said: ""In the end we had to find that the differences were not bridgeable. Both said that the union bodies unanimously voted for the failure. Faeser on collective bargaining in Germany: ""Faser and her SPD Party-College and Lord Mayor Gelsenkirchens, Karin Welge, who acted as the negotiator of the municipalities, were disappointed to reach the limit of the responsible person. ""I am very sorry that the trade unions have now broken off the negotiations,"" the Minister of the Interior stressed, ""We would have liked to see something different, and I believe that it would have been good to stay at the negotiating table in these times of crisis."" She further said that employers ""have reached the limits of the responsible person for public budgets."" ""The bridge we have struck is not one that one could not have made, Welge made clear. Now be written ""the disappointment in their face."" According to Faeser, the employer's offer was as follows: eight percent more income and a minimum amount of 300 euros – in addition, a tax-free one-off payment of 3000 euros with a payout of 1750 euros already in May. Faeser pointed out the possibility of helping employees quickly – especially since the costs are very high right now: ""And I think that would have been in the interest of the employees to have a quick solution now."" Verdi and dbb's demand was 10.5 percent more wages, at least 500 euros a month. The minimum amount which would benefit mainly those who receive lower incomes was central. Collective bargaining for 2.5 million people: both sides were ready to compromise In February, employers had offered five percent more wages and one-off payments of 1500 and then another 1000 euros. A minimum amount was not provided for. Employers said that the at least 300 euros now offered in lower income groups had increased by up to 15 percent. There is also disagreement over the duration. The unions are demanding twelve months, which is too little for employers. They had offered 27 months at first. It is said from negotiating circles that both sides were prepared to compromise. Silberbach noted that, given the general position of employers, the unions' acceptance of the term was not sufficient for an overall solution. Collective dispute: Extensive strikes in second half of April are possible again It is completely open how things continue after conciliation. After the unions, which are available to the German Press Agency (dpa), have been established, the date of the first publication is 18 June. The negotiations of the collective bargaining parties will be resumed on April 20. Then there can be a solution, as are other regular strikes. Already in the early 1990s, strikes were held in the public service after a failed conciliation – then for more than ten days and nationwide. In the past few weeks, Verdi had temporarily paralyzed public transport, day care, clinics and many other areas. Werneke said of ""half a million participants"" by the end of last week, which underlined the great support. ""This support is unbroken,"" the Verdi Chairman warned. The union has registered more than 70,000 entries in the last three months. The collective bargaining is about the payment of members of a number of professions, including educators, bus drivers, employees of baths, firefighters, nurses, administrative staff, senior nurses, sewage workers, foresters and doctors. The income of over 2.4 million collective workers of municipal employers and 134,000 of the federal government is to be adjusted. The unions want the result to be transferred to officials. (mg, dpa)",2023-03-30 10:12:45,https://www.hna.de/bilder/2023/03/30/92180695/31344237-arbeitnehmer-im-streik-12wx0IiN7y01.jpg,hna,['business'],
8,Bertelsmann erhält erste Angebote für Gruner+Jahr-Magazine,https://www.hna.de/wirtschaft/bertelsmann-erhaelt-erste-angebote-fuer-grunerjahr-magazine-zr-92181166.html?cmp=defrss,"Hamburg/Gütersloh - The parent company Bertelsmann received first offers in its sales plans for numerous magazines around the Hamburg publishing house Gruner+Jahr. Group CEO Thomas Rabe told the German press agency: ""The sales process has started. We got first offers this week. I am confident that we will complete the sales process mainly by the summer. In addition, several magazines are to be sold. In total, about 700 of the 1900 places would be lost. RTL wants to focus on core brands such as ""Star"" or ""Geo"" and invest in the digital. RTL hopes for synergies between both houses. G+J and RTL are part of Bertelsmann's portfolio in Gütersloh. Corporate CEO Rabe said: ""We signed the social plan this week. We agreed with the works councils on the terms. The planned title settings were to be discussed with the works council in the coming weeks and the investment plans in detail. ""Then it becomes ever clearer which direction the journey goes, Rabe said. Forecast for 2023: Stable business figures expected Bertelsmann presented its balance sheet for the past year. Despite inflation and the Ukraine war, the Group expects stable business figures this year. We expect moderate to significant sales growth and stable operating results, Rabe said. In the dpa interview, he explained: ""The year has started quite well for Bertelsmann as a whole. On January and February there was a similar growth momentum to 2022 with about 8 percent nominal and 4 percent organic.There was also a weak advertising especially in the German television market - that concerns RTL. Bertelsmann also includes the media sector of Arvato and the music business BMG. The Group is also active in the education and investment sector. The digital health market is also strongly in focus. Last year Bertelsmann, like many other companies, put pressure on inflation. Rabe said: ""We estimate that we had a cost boost from inflation of at least half a billion euros in 2022. We have balanced it. The Group's sales with nearly 165,000 employees worldwide grew by 8.3 percent in 2022 and organically by 4.1 percent to EUR 20.2 billion. The profit decreased to 1.1 billion euros. However, in 2021 there had been a significantly higher value, at EUR 2.3 billion, due to special effects such as capital gains. As in the previous year, operating profit before interest, taxes, depreciation and amortization (Ebitda) was 3.2 billion euros. The last few plans of the group were not implemented. In the early years, there was no merger on the television market in the Netherlands. There were concerns of the Competition Authority. There was also no merger of large TV companies in France. RTL wanted to create large players in these countries to be able to counter some of the global streaming providers like Netflix in the respective country. In November, the billions of dollars of the US book publishing house Simon & Schuster also burst. dpa",2023-03-30 10:11:12,https://www.hna.de/bilder/2023/03/30/92181166/31346291-bertelsmann-b01.jpg,hna,['business'],
9,"Geschäftsbericht 2022: Bahnchef erhielt 2,24 Millionen Euro",https://www.hna.de/wirtschaft/geschaeftsbericht-bahnchef-erhielt-2022-24-millionen-euro-zr-92181056.html?cmp=defrss,"Berlin - Railway Chief Richard Lutz received more than twice as much money from his company last year as in 2021. According to the Annual Report, the remuneration of the CEO was EUR 2.24 million. His basic salary was almost 970.000 euros. Added to this was a bonus of more than 1.26 million euros. Other colleagues were also pleased with a plus: Infrastructure CEO Berthold Huber ended up with a total remuneration of 1.41 million euros (2021: 662,000 euros), HR CEO Martin Seiler earned 1.39 million euros (2021: 659,000 euros). All board members were paid a success-dependent bonus last year. According to the annual reports, the members of the Board of Management did not receive such bonuses in 2021 and 2020. In 2022, Deutsche Bahn had to contend with numerous problems with infrastructure and a low punctuality. The Group is currently negotiating a new collective agreement with the EVG trade union for around 180,000 employees. The TOE requires at least 650 euros more per month for all employees or twelve percent more money for the upper wage groups. The railway has offered, among other things, to raise wages by a total of five percent in two steps. In addition, one-off payments of a total of 2500 euros were envisaged. The TOE shall refuse to do so. dpa",2023-03-30 09:35:39,https://www.hna.de/bilder/2023/03/30/92181056/31345922-richard-lutz-2M01.jpg,hna,['business'],
